instagram_comments,offensive_language
A Polônia foi invadida pelo exército nazista. Qual a razão de comemorar???,0
Nao adianta petesada voçeis nao vao atrapalhar o povo nao quere mais PT tar ok,1
"Sim, ela tem penas.......com certeza",1
"Vão continuar apoiando esse Bolsomerda, bando de trouxas?",1
"👆👆 cada escorregada, q o programa caiu muito de audiência, além CLARO, das caras e bocas q são horríveis!! Essa #PTRALHADA cansou!! Ñ dá nem p tentar assistir!! DESINFORMAÇÃO e com viés ideológico e político!!🤮🤮🤮🤮",1
Tomem providências tbm contra a roubalheira que cometeram contra a nação brasileira durante 4 mandatos presidenciais,0
"Excelente, nosso Deputado Eduardo Bolsonaro se posicionou como verdadeiro líder político do governo do Presidente Bolsonaro 👏👏👏🙏👊🇧🇷🇧🇷🇧🇷",0
Verdade hoje nos estamos libertos da maldade do demônio Lula liberto do engano,1
"Fala sério, garota manipulada por uma mídia midiática, sem noção que fica andando para cima e para baixo com assessores que custam uma fortuna, vai estudar pirralha",1
"👏👏👏👏 Deus está do nosso lado, com certeza!",0
É bom ter inimigos por perto para entender suas estratégias e Combater de modos eficaz...,0
Não consegue falar nada que presta esse cara. Nada! Senhor!,1
"Globolixo, só mentiras 👹",1
Hipócrita,1
Criatura deplorável!!!!,1
"Joaoedpo não adianta cobrar oque está sendo feito, vocês perderam!",0
"Haddad vc é a minha opção de voto até pra rei do planeta! Se todos tivessem um terço das qualificações, educacao e empatia que vc tem, estaríamos no paraíso político...",0
"O problema do Presidente são os filhos dele. Se soubessem pensar mais, não teríamos metade dessas coisas.",0
"A liberação dele é justa por estarmos seguindo o que prevê a constituição. A maioria concorda com isso, assim como a maioria concorda que foi justa a sua condenação, inclusive já julgado inúmeros recursos em terceira instância. Sua liberdade até que finalize o trânsito e julgado não descarta todas as suas condenações e comprovações de crime. São aspectos diferentes, frutos de uma aberração jurídica no nosso país que a maioria espera que seja consertada com a PEC da prisão após segunda instância.",0
"Socorro, Socorro, que sistema imundo?",1
E ela ainda continua: os olhos da nova geração estão sobre vocês. Continuem falhando e nós nunca iremos perdoar vocês.,0
"A estratégia de Soros é apoiar movimentos de protesto que minam os nacionalismos, colocando acima as reivindicações sociais globais, que desafiam os governos progressistas com um senso de pátria. De pertencer a um território e uma cultura.",0
Bancada evangélica.... kkkkk A bandidagem mora lá,1
Afff pirralha,1
Tentando entender aqui pq uma solenidade (q alude à comemoração) à invasão nazista na Polônia????,0
Exato! Ela é um escrota!,1
Fdp,1
"Fortalece porra nenhuma , já foi , já passou , muito Mimimi",1
Tropa virtual...Que comédia essa esquerda 😂😂😂,1
Janaína porque vice quer calar o filho do presidente. Não é democracia?,0
Maravilha parabens,0
Obrigado por tudo,0
Tem que rir para não chorar...😢😂,0
É uma pirralha escrota mesmo,1
Pra ganhar a eleição teve que prender Lula sem provas .....,0
"A esquerda fala um monte de coisas contra o governo, prometem por.fogo no país, uma tal lá do Rio disse que sem derramamento de sangue etc e aí ,fala algo sobre isso",1
Pra todos nós que Samos milhões de negros nessi país incruindo eu esse miZeravel tem que ser punido pela lei isso e inaceitável🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1
Esse é o nível do atual governo. Vergonha dessa raça de chupim,1
Leda Nagle que ser humano maravilhoso. Em meio a tanta sujeira se manteve integra. Parabéns Leda!,0
Gregório é uma das pessoas mais lúcidas e inteligentes que conheço.,0
Concordo com ela,0
"Hahaha,argentinos dando um banho de inteligência votando na esquerda.melhor escolha",0
"Não foi só mais um concurso, FOI O CONCURSO. MUITAS AFROS E ASIÁTICAS, UMA AFRO FEMINISTA DE VERDADE, DE CABELOS NADA PADRÃO ( LISO E GRANDE) E SUPER ENGAJADA. ME SINTO MUITO BEM REPRESENTADA 💗👏👏👏👏💪👭",0
Vergonha!,1
"Isso em partes vai ser bom porque só ganha quem falar a verdade, mas por outro lado quero vê alguém provar que está dizendo a verdade. Isso é censura.",0
Põe ele pra fora do Brasil,0
"Essa ministra eu tiro meu chapéu, ela é demais...",0
😂😂😂😂😂 traíra,1
Esta eu não perco! O Duda é uma pessoa fantástica ❤️❤️❤️❤️,0
Que mulher linda!!! Parabéns ❤️❤️❤️❤️❤️❤️,0
E quando recebeu dinheiro ilegal de propina e portanto de nossos impostos suados? Hipócrita.,1
"Essa menina foi usada, aproveitaram a doença dela que deu um dom da fala, ela devia colocar a mão na massa, juntar um grupo de jovens e limpar rios, praias, não vou pela emoção vou pela razão, o pivô tá mais é com dó, ela é uma pirralha mesmo, isto não é ofensa, não ajudou em nada com sua falinha.",1
"Não perco, sou fã de carteirinha👏👏👏",0
Demorou pra colocar esse ser na cadeia novamente,1
"Esse moço é triste, um sujeito anormal 😱🤣",1
"Nenhuma dúvida ,mas tá todo mundo caladinho",0
"Kkkk... Piada né? A atitude é legal, MAS o congresso criou essa lei pra se proteger e roubarem em paz e por sua vez vem o STF que protege corruptos e criminal de colarinho branco.",1
"E os trabalhadores nem aí, não existe vontade de lutar por direitos, greve geral só na história",0
Que ridículo! 🤢🤮,1
"Esses filhos são uns ignorantes, irresponsáveis e arrogantes!",1
Esses caras falam demais e só atrapalham,0
Olá Bom Dia Alexande Gacia com muita personalidade amor com Deus felíz Natal Saúde para você com a família 🌲,0
"Você tem toda razão... infelizmente, o próprio filho, o maior inimigo do pai!!!",0
"Incitando o ódio a guerra ,vandalismo😒",1
Tenho nojo desse demónio! Que o senhor: Deus ti repreendam santanista!,1
O Brasil vai dá certo!!!👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷,0
Demais.....,0
BANDIDO PIOR DO QUE VOCÊ AINDA!,1
E o Bolsonaro deve estar muito preocupado....🤣🤣🤣,0
Perdedores.,1
Parabéns querido! Merecido!👏👏👏👏😍,0
KD as mídias que defendem a mulher lá o ativismo na verdade só é válido quando e da turma petralha,1
Logo logo vcs serão passado.👎👎,0
Dois ícones da educação brasileira. ❤️,0
Esse é um falso moralista pasator de satã.,1
Só tem lei que prejudica os servidores,0
"@matthews_salles Que bobagem! O Glen ñ precisa da proteçao de ninguem! O flavinho, sim!",0
Parabéns pelo Luta guerreiros💪💪💪🌟🌟🌟😇😇😇🌹🌹🌹,0
Imbecil,1
6 amebas!,1
"Isso é uma nojeira...se crítica o governo é contra, o que ela fala é muita falcidade...esse tipo de soberba acaba na lama",1
"É realmente um ser iluminado ! Muito, mais muitos anos luz a nossa frente !",0
@helioperdiz Disso vc deve entender!!!,0
Vc acredita mesmo no que fala? Se não acredita é apenas mentirosa. Se acredita é doente mental.,1
Só ele não percebe que faz propagando a favor do projeto contrário ao dele. Quanto mais falar melhor 😂,0
Show de horror kkkkkkkkkk,1
"Lindos, inteligentes e queridos!❤️",0
Bandidos legislando em favor próprio!,1
Bandidos,1
Somos todos Brasil! Lula aqui não tem vez! Psicopata,1
Desistir jamais,0
Trancafia esse baderneiro de novo.,1
Parabéns 👏👏👏👏👏,0
"Bandido corrupto pensando dar lição de moral com sua imoralidade, verdadeira desgraça para a humanidade. Acorda pequena parcela de cegos e surdos que não enxergam a realidade. Segue firme nosso Presidente Bolsonaro.",1
Haddad não vão pra rua protestar porque diminuíram verba da educação pra aumentar fundo eleitoral?? É a mesma educação do outro protesto.,0
"Parabéns, vc merece 👏👏👏👏",0
#EduardoEmbaixadorSIM👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷,0
"Merecidamente, professor! 🔝",0
Irei ver com certeza 👍🏻,0
Pirralha mesmo. Tá achando ruim? Você é pior que ela. Quem se curva ao globalismo é pior que merda de porco.,1
Tira o nome de Jesus da boca.,1
"Como queria vc como presidente, professor!",0
Infelizmente aínda existem pessoas cegas que não enxergam a verdade e querem que esse crápula volte ao poder pra terminar de destruir o país porque o que ele já fez não foi suficiente pra eles acordar glória a Deus pela vida só Bolsonaro que ele conserve o com muita saúde pra que cada dia mais ele mude essa trajetória do país,1
Vou mandar um óleo de peroba pra ela de presente! 😂😂😂😂,1
@gretathunberg lixo humano financiada por petróleo de países que tem ditador e o povo vive na guerra ou na miséria,1
Os limites se foram há muito tempo :(,0
Gato! ❤️,0
Um homem de Deus que nem o diabo quer .,1
TVs queremos toda verdade: Descumpridor da Constituição/88 e mentiroso na cadeia Moro. INTERCEPT mostrou provando os atos ilícitos cometidos contra o estadista ímpar ex-presidente (Lula). Ate quando Bozó vai continuar acobertando o criminoso Moro?,1
"Esse safado deveria roubar só de quem votou nele não era, só que infelizmente quer roubar de todos trabalhadores",1
Que maravilha!!! 👏🏻👏🏻👏🏻,0
Como eu gostaria que caísse uma bomba no STF!!,1
Nossa!!! Os trouxas não percebem!!!!!,1
"Tamos juntos, Professor não vejo a hora de um Brasil feliz de novo!",0
🇧🇷🇧🇷mostra tua força BRASIL 🇧🇷🇧🇷JUNTOS SOMOS INVENCÍVEIS 🇧🇷🇧🇷🇧🇷🇧🇷,0
O presidente não deve da satisfação a essa criança,0
EU AVISEI AOS BURROS E JUMENTAS QUE VOTARAM NESTE LOUCO 😂😂😂,1
Ridiculo,1
"Palavras corretas Benedita, abaixo o racismo, é preciso no dia da consciência negra temos consciência humana parabéns Benedita",0
Eu amo haddad,0
Empate técnico!! 😂😂😂😂😂,0
"Morri ja na tua primeira frase, HAHAHAHAHAHHA 😂😂😂😂",0
Que absurdo. É muita petulância desse presidiário.,1
"Ainda bem que não foi no SBT, com certeza , lá, o resultado seria alterado pelo dono.",1
Pedófilo. Era a pergunta que você fazia para suas filhas na hora de dormir?,1
"Que beleza de governo para os trabalhadores!! Era isso o que vocês da imbecil direita, que também são trabalhadores queriam?",1
Será que alguém em sã consciência ainda vai acreditar nesta farsante? Não acredito em um fio do seu cabelo pintado.,1
Esse velho tá louco,1
Só não está melhor ainda mais por conta do Congresso do STF.,0
Esse demônio tem que sair logo bolsomerda 💩💩💩,1
Me diga com quem tu andas e direi quem tu és! 🇧🇷,0
Bandida😡😡,1
Eles não cansam de passar vergonha,1
Parabéns PGR pedido negado 👍👏👏👏,0
Haddad era pra ser nosso presidente.nossa Amazonia nao.estaria .morrendo mas um louco faze.o.que🙏😍😍❤❤,0
💞💞💞💞PRESIDENTE ético responsável e humano Patriota defender verdadeiramente o povo brasileiro 👏👏👏👏👏👏 JAIR MESSIAS BOLSONARO ÉS ORGULHO DA NOSSO POVO BRASILEIRO TRABALHOR DO BEM 🙌🙌🙌🙌🙌🙌🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0
"Quando eu penso que poderia ter um presidente lindo, educado, culto, inteligente desse... 😐",0
O engraçado é que não deve nada!!,0
Imundo! 😠😠😠😠😠😠😠😠😠,1
"Vc tem problema Gleisi, a maioria do povo Brasileiro que o Luladrao Preso.",1
#foraglobolixo,1
"A única coisa que eu vi hj foi o vagabundo do filho dele sendo novamente investigado por roubar o povo, BANDIDOS",1
Rsrs... Empatados...,0
"Minha querida Ministra, simplesmente obrigada por sua força, coragem é comprometimento. VC É UM ANJO",0
Me orgulho de ver estes garotos,0
"Vale lembrar q a vitória não será (apenas) de Cristina, será primeiramente de Alberto e mais ainda da esquerda. E Cristina diferente do líder daqui não foi egoísta e soube ceder e ter humildade de reconhecer o alto índice de rejeição que podia ter, e colocou em primeiro lugar o país e não a pessoa ou o partido. Que saibamos aprender!",0
Os caras que defendem o Ladrao sem vergonha estão achando que podem cagar em todos .,1
"Essa é uma jornalista super competente, sincera e imparcial.",0
Pilantra vadia,1
A mim ela eh similar aquelas moças que ficam na rodovia que trocam serviços por $. Sem tirar nem por...,1
Pirralha escrota !!!,1
Esse sr deveria ser preso.,1
Isso não pode acontecer,0
Como sempre atrapalhando o teu pai. Nunca vi tanto filho atrapalhando o próprio pai como presidente da República. #calaabocaeduardobolsonaro,1
"Essa Joicehasselmannoficial é muito infantil 🤦‍♀️!Só dando tiro no pé,o Eduardo deveria se candidatar para prefeito de São Paulo aí ela iria ver o que é mexer com direita RAIZ como ela mesma diz..uma surra de votos!",1
Vou assistir com certeza 👋👋👋👋👋,0
O filhos dela parecem meios sei lá o quê. Kkkk,0
"Muito merecida👏👏 linda, inteligente, humilde e agr miss😍",0
Bruxa ladra dozinferno 🔥,1
"Parabéns, PROFESSOR!!! Em maiúsculas, justamente para ressaltar a IMPORTÂNCIA da nossa profissão tão atacada neste momento. Parabéns PROFESSOR! Parabéns mil vezes!",0
Fonte datafolha😂😂😂😂😂 tem a mesma credibilidade que vc @gleisihoffmann 😂😂😂😂 aliança pelo Brasil 38 🙏🇧🇷🇧🇷🇧🇷🇧🇷,0
"Parabéns, professor!!",0
Kkkkkkkkkk.....pra vc não é problema..... nunca trabalhou mesmo..... sempre atoa e mamando nas tetas governamentais.....,1
Bando de covardes miserável traidores da pátria,1
"Rapaziada , quem aguenta provocações pessoalmente , a semana toda , pessoalmente e em redes sociais é a Carla! Sendo assim, quem tá sentindo na pele é ela. Apesar deste tipo de postagem, nunca perdeu o foco no q importa e nunca deixou de trabalhar. Então relaxem.... Quando ela achar q já deu, ela para! Abraços a todos.",0
Meu presidente,0
até que enfim uma boa notícia!,0
Ele não ficará impune!! Força Damares! Deus seja contigo!,0
Herdou a desgraca,1
"Ele, Barroso e o Fux são a minoria dos ministros do STF que é a favor do povo brasileiro e que o Sr. Edson Fachin continue representando a nossa nação!!!",0
A esquerda precisa ser criminalizada no Brasil... São demônios! 🤮,1
"Eu também acho que os filhos do nosso presidente não ajudam nenhum um pouco, mas continuo firme com nosso presidente, tenho orgulho dele",0
Sem palavras.Chorando com ela pela mãe Gaya.,0
Muito lindo,0
Essa Brochelet tem cara de corrupta da quadrilha lulaladrão.,1
"O PT fez um super aparelhamento !Mas caiu tudo por terra ,graças a Deus ,e vai cair mais ainbbz",0
Salve João gordo 💚,0
"E ainda tem muitos dos trabalhadores que votaram nele,menospreza Lula,e diz que Bolsonaro é o rei da cocada preta.",0
"Parabéns professor, sucessos",0
Não entende bosta nenhuma e fica aí Lula livre vai comer pão com mortadela,1
Vai bater papo c lula em breve0,0
"Perguntem quantos votos esse energúmeno teve em Roraima, então poderemos ter compreensão do porque ele sente liberdade para as atrocidades que diz e faz sem pudor.",1
"Fico me perguntando o quê de grave, como perdas de garantias individuais e coletivas e à soberania, estarão ocultando os parlamentares ao repercutirem com grande ênfase nas redes Sociais a atitude racistas do coronel deputado. #PL2418não",0
Quem planta um dia colhe.....que sirva de lição. Se é que vai servir mesmo.,0
"É incrível! Só se elegeu por causa do Bolsonaro e agora fica aí de mimimi.. E na boa, o presidente tem toda razão!!",1
"Moro em Portugal a anossssss, e todo esse MIMIMI brasileiro, pq o Presidente chamou GRETA de pirralha, não afetou a imprensa internacional. Eu acrescentaria: pirralha, chata e manipulada. A Europa vê essa adolescente, que esse ano não frequentou a escola ( para espanto da maioria), com certa desconfiança o que há por trás de tudo isso, quem financia viagens e o próprio sustento de GRETA e pais??? Pois os pais deixaram de trabalhar para acompanhar a ninfeta prodígio!!!!",1
Hipocrisia,1
A bolsa ontem desabou... Vai dar ruim pra Argentina d novo,0
Maaaano! Quero ver essa!,0
"INCENTIVADO À GUERRA, VOLTA ESSE HOMEM PARA CADEIA. DEMÔNIO CHEFE 😝😝",1
Que absurdo!😥,0
Mas nenhum presta que barbaridade .,1
Nojo demais desse cara.,1
Parabéns a ela e família amem bj é lindíssima,0
"Parabéns, Haddad!",0
Lindo 😗😗😗😗,0
Grande Greta! ❤️🌹,0
Escrito!,0
#ForaRacista!,0
Exato.,0
E já estão armando mas.... Deus proteja!!! 👏👏,0
O congresso está me deixando neutro.,0
Fdp,1
"E o Felipe Neto decidi doar livros LGBT, para quem quiser pegar, ou seja a pessoa não é obrigada a ter acesso ao conteúdo e vira caso de polícia. O Sílvio Santos sim está errado de fazer isso com uma criança!",0
